lambda            n
9.18695452   2.18407913
9.18695452   2.18407913
9.18695452   2.18407913
9.19117647   2.17537758
9.19117647   2.17537758
9.19117647   2.17537758
9.19117647   2.17537758
9.19117647   2.17537758
9.19117647   2.17537758
9.19117647   2.17537758
9.19117647   2.17537758
9.19540230   2.16693617
9.19540230   2.16693617
9.19540230   2.16693617
9.19540230   2.16693617
9.19663866   2.16430903
9.19963201   2.15878877
9.19963201   2.15878877
9.19963201   2.15878877
9.19963201   2.15878877
9.19963201   2.15878877
9.19963201   2.15878877
9.19963201   2.15878877
9.19963201   2.15878877
9.20386562   2.15085601
9.20386562   2.15085601
9.20386562   2.15085601
9.20386562   2.15085601
9.20756303   2.14427423
9.20810313   2.14324157
9.20810313   2.14324157
9.20810313   2.14324157
9.20810313   2.14324157
9.20810313   2.14324157
9.20810313   2.14324157
9.20810313   2.14324157
9.20810313   2.14324157
9.21234454   2.13584342
9.21234454   2.13584342
9.21234454   2.13584342
9.21234454   2.13584342
9.21658986   2.12873481
9.21658986   2.12873481
9.21658986   2.12873481
9.21658986   2.12873481
9.21658986   2.12873481
9.21658986   2.12873481
9.21658986   2.12873481
9.21658986   2.12873481
9.22083910   2.12183692
9.22083910   2.12183692
9.22083910   2.12183692
9.22083910   2.12183692
9.22509225   2.11519185
9.22509225   2.11519185
9.22509225   2.11519185
9.22509225   2.11519185
9.22509225   2.11519185
9.22509225   2.11519185
9.22509225   2.11519185
9.22509225   2.11519185
9.22934933   2.10875338
9.22934933   2.10875338
9.22934933   2.10875338
9.22934933   2.10875338
9.23361034   2.10252920
9.23361034   2.10252920
9.23361034   2.10252920
9.23361034   2.10252920
9.23361034   2.10252920
9.23361034   2.10252920
9.23361034   2.10252920
9.23361034   2.10252920
9.23787529   2.09651336
9.23787529   2.09651336
9.23787529   2.09651336
9.23787529   2.09651336
9.24214418   2.09066100
9.24214418   2.09066100
9.24214418   2.09066100
9.24214418   2.09066100
9.24214418   2.09066100
9.24214418   2.09066100
9.24214418   2.09066100
9.24214418   2.09066100
9.24641701   2.08499414
9.24641701   2.08499414
9.24641701   2.08499414
9.24641701   2.08499414
9.25069380   2.07941417
9.25069380   2.07941417
9.25069380   2.07941417
9.25069380   2.07941417
9.25069380   2.07941417
9.25069380   2.07941417
9.25069380   2.07941417
9.25069380   2.07941417
9.25497455   2.07397136
9.25497455   2.07397136
9.25497455   2.07397136
9.25497455   2.07397136
9.25900000   2.06882667
9.25925926   2.06852890
9.25925926   2.06852890
9.25925926   2.06852890
9.25925926   2.06852890
9.25925926   2.06852890
9.25925926   2.06852890
9.25925926   2.06852890
9.25925926   2.06852890
9.26354794   2.06316244
9.26354794   2.06316244
9.26354794   2.06316244
9.26354794   2.06316244
9.26784059   2.05774805
9.26784059   2.05774805
9.26784059   2.05774805
9.26784059   2.05774805
9.26784059   2.05774805
9.26784059   2.05774805
9.26784059   2.05774805
9.26784059   2.05774805
9.27213723   2.05238246
9.27213723   2.05238246
9.27213723   2.05238246
9.27213723   2.05238246
9.27310924   2.05107192
9.27643785   2.04695425
9.27643785   2.04695425
9.27643785   2.04695425
9.27643785   2.04695425
9.27643785   2.04695425
9.27643785   2.04695425
9.27643785   2.04695425
9.27643785   2.04695425
9.28074246   2.04156323
9.28074246   2.04156323
9.28074246   2.04156323
9.28074246   2.04156323
9.28505107   2.03610161
9.28505107   2.03610161
9.28505107   2.03610161
9.28505107   2.03610161
9.28505107   2.03610161
9.28505107   2.03610161
9.28505107   2.03610161
9.28505107   2.03610161
9.28936368   2.03067548
9.28936368   2.03067548
9.28936368   2.03067548
9.28936368   2.03067548
9.29368030   2.02517789
9.29368030   2.02517789
9.29368030   2.02517789
9.29368030   2.02517789
9.29368030   2.02517789
9.29368030   2.02517789
9.29368030   2.02517789
9.29368030   2.02517789
9.29495798   2.02367321
9.29800093   2.01972372
9.29800093   2.01972372
9.29800093   2.01972372
9.29800093   2.01972372
9.30232558   2.01421873
9.30232558   2.01421873
9.30232558   2.01421873
9.30232558   2.01421873
9.30232558   2.01421873
9.30232558   2.01421873
9.30232558   2.01421873
9.30232558   2.01421873
9.30665426   2.00877201
9.30665426   2.00877201
9.30665426   2.00877201
9.30665426   2.00877201
9.31098696   2.00331065
9.31098696   2.00331065
9.31098696   2.00331065
9.31098696   2.00331065
9.31098696   2.00331065
9.31098696   2.00331065
9.31098696   2.00331065
9.31098696   2.00331065
9.31532371   1.99793382
9.31532371   1.99793382
9.31532371   1.99793382
9.31532371   1.99793382
9.31680672   1.99603579
9.31966449   1.99258875
9.31966449   1.99258875
9.31966449   1.99258875
9.31966449   1.99258875
9.31966449   1.99258875
9.31966449   1.99258875
9.31966449   1.99258875
9.31966449   1.99258875
9.32400932   1.98734939
9.32400932   1.98734939
9.32400932   1.98734939
9.32400932   1.98734939
9.32835821   1.98216082
9.32835821   1.98216082
9.32835821   1.98216082
9.32835821   1.98216082
9.32835821   1.98216082
9.32835821   1.98216082
9.32835821   1.98216082
9.32835821   1.98216082
9.33271115   1.97707780
9.33271115   1.97707780
9.33271115   1.97707780
9.33271115   1.97707780
9.33706816   1.97205638
9.33706816   1.97205638
9.33706816   1.97205638
9.33706816   1.97205638
9.33706816   1.97205638
9.33706816   1.97205638
9.33706816   1.97205638
9.33706816   1.97205638
9.34142924   1.96712979
9.34142924   1.96712979
9.34142924   1.96712979
9.34142924   1.96712979
9.34579439   1.96227035
9.34579439   1.96227035
9.34579439   1.96227035
9.34579439   1.96227035
9.34579439   1.96227035
9.34579439   1.96227035
9.34579439   1.96227035
9.34579439   1.96227035
9.34600000   1.96204438
9.35000000   1.95766520
9.35000000   1.95766520
9.35016363   1.95748825
9.35016363   1.95748825
9.35016363   1.95748825
9.35016363   1.95748825
9.35453695   1.95278257
9.35453695   1.95278257
9.35453695   1.95278257
9.35453695   1.95278257
9.35453695   1.95278257
9.35453695   1.95278257
9.35453695   1.95278257
9.35453695   1.95278257
9.35891437   1.94813198
9.35891437   1.94813198
9.35891437   1.94813198
9.35891437   1.94813198
9.36329588   1.94355914
9.36329588   1.94355914
9.36329588   1.94355914
9.36329588   1.94355914
9.36329588   1.94355914
9.36329588   1.94355914
9.36329588   1.94355914
9.36329588   1.94355914
9.36768150   1.93902349
9.36768150   1.93902349
9.36768150   1.93902349
9.36768150   1.93902349
9.37207123   1.93457704
9.37207123   1.93457704
9.37207123   1.93457704
9.37207123   1.93457704
9.37207123   1.93457704
9.37207123   1.93457704
9.37207123   1.93457704
9.37207123   1.93457704
9.37646507   1.93016603
9.37646507   1.93016603
9.37646507   1.93016603
9.37646507   1.93016603
9.38086304   1.92586539
9.38086304   1.92586539
9.38086304   1.92586539
9.38086304   1.92586539
9.38086304   1.92586539
9.38086304   1.92586539
9.38086304   1.92586539
9.38086304   1.92586539
9.38526513   1.92161734
9.38526513   1.92161734
9.38526513   1.92161734
9.38526513   1.92161734
9.38967136   1.91750140
9.38967136   1.91750140
9.38967136   1.91750140
9.38967136   1.91750140
9.38967136   1.91750140
9.38967136   1.91750140
9.38967136   1.91750140
9.38967136   1.91750140
9.39408173   1.91345480
9.39408173   1.91345480
9.39408173   1.91345480
9.39408173   1.91345480
9.39849624   1.90952951
9.39849624   1.90952951
9.39849624   1.90952951
9.39849624   1.90952951
9.39849624   1.90952951
9.39849624   1.90952951
9.39849624   1.90952951
9.39849624   1.90952951
9.40291490   1.90567659
9.40291490   1.90567659
9.40291490   1.90567659
9.40291490   1.90567659
9.40420168   1.90459242
9.40733772   1.90192498
9.40733772   1.90192498
9.40733772   1.90192498
9.40733772   1.90192498
9.40733772   1.90192498
9.40733772   1.90192498
9.40733772   1.90192498
9.40733772   1.90192498
9.41176471   1.89824075
9.41176471   1.89824075
9.41176471   1.89824075
9.41176471   1.89824075
9.41619586   1.89463100
9.41619586   1.89463100
9.41619586   1.89463100
9.41619586   1.89463100
9.41619586   1.89463100
9.41619586   1.89463100
9.41619586   1.89463100
9.41619586   1.89463100
9.42063118   1.89107130
9.42063118   1.89107130
9.42063118   1.89107130
9.42063118   1.89107130
9.42507069   1.88755848
9.42507069   1.88755848
9.42507069   1.88755848
9.42507069   1.88755848
9.42507069   1.88755848
9.42507069   1.88755848
9.42507069   1.88755848
9.42507069   1.88755848
9.42951438   1.88406860
9.42951438   1.88406860
9.42951438   1.88406860
9.42951438   1.88406860
9.43396226   1.88060021
9.43396226   1.88060021
9.43396226   1.88060021
9.43396226   1.88060021
9.43396226   1.88060021
9.43396226   1.88060021
9.43396226   1.88060021
9.43396226   1.88060021
9.43841435   1.87713918
9.43841435   1.87713918
9.43841435   1.87713918
9.43841435   1.87713918
9.44287063   1.87368606
9.44287063   1.87368606
9.44287063   1.87368606
9.44287063   1.87368606
9.44287063   1.87368606
9.44287063   1.87368606
9.44287063   1.87368606
9.44287063   1.87368606
9.44733113   1.87024375
9.44733113   1.87024375
9.44733113   1.87024375
9.44733113   1.87024375
9.45179584   1.86682145
9.45179584   1.86682145
9.45179584   1.86682145
9.45179584   1.86682145
9.45179584   1.86682145
9.45179584   1.86682145
9.45179584   1.86682145
9.45179584   1.86682145
9.45626478   1.86343610
9.45626478   1.86343610
9.45626478   1.86343610
9.45626478   1.86343610
9.46073794   1.86010355
9.46073794   1.86010355
9.46073794   1.86010355
9.46073794   1.86010355
9.46073794   1.86010355
9.46073794   1.86010355
9.46073794   1.86010355
9.46073794   1.86010355
9.46521533   1.85683632
9.46521533   1.85683632
9.46521533   1.85683632
9.46521533   1.85683632
9.46969697   1.85364758
9.46969697   1.85364758
9.46969697   1.85364758
9.46969697   1.85364758
9.46969697   1.85364758
9.46969697   1.85364758
9.46969697   1.85364758
9.46969697   1.85364758
9.47418285   1.85054012
9.47418285   1.85054012
9.47418285   1.85054012
9.47418285   1.85054012
9.47867299   1.84751139
9.47867299   1.84751139
9.47867299   1.84751139
9.47867299   1.84751139
9.47867299   1.84751139
9.47867299   1.84751139
9.47867299   1.84751139
9.47867299   1.84751139
9.48316738   1.84455548
9.48316738   1.84455548
9.48316738   1.84455548
9.48316738   1.84455548
9.48766603   1.84166611
9.48766603   1.84166611
9.48766603   1.84166611
9.48766603   1.84166611
9.48766603   1.84166611
9.48766603   1.84166611
9.48766603   1.84166611
9.48766603   1.84166611
9.49216896   1.83883748
9.49216896   1.83883748
9.49216896   1.83883748
9.49216896   1.83883748
9.49667616   1.83606350
9.49667616   1.83606350
9.49667616   1.83606350
9.49667616   1.83606350
9.49667616   1.83606350
9.49667616   1.83606350
9.49667616   1.83606350
9.49667616   1.83606350
9.50118765   1.83333822
9.50118765   1.83333822
9.50118765   1.83333822
9.50118765   1.83333822
9.50252101   1.83251732
9.50570342   1.83065509
9.50570342   1.83065509
9.50570342   1.83065509
9.50570342   1.83065509
9.50570342   1.83065509
9.50570342   1.83065509
9.50570342   1.83065509
9.50570342   1.83065509
9.51022349   1.82800713
9.51022349   1.82800713
9.51022349   1.82800713
9.51022349   1.82800713
9.51474786   1.82538672
9.51474786   1.82538672
9.51474786   1.82538672
9.51474786   1.82538672
9.51474786   1.82538672
9.51474786   1.82538672
9.51474786   1.82538672
9.51474786   1.82538672
9.51927653   1.82278671
9.51927653   1.82278671
9.51927653   1.82278671
9.51927653   1.82278671
9.52000000   1.82237163
9.52000000   1.82237163
9.52380952   1.82020054
9.52380952   1.82020054
9.52380952   1.82020054
9.52380952   1.82020054
9.52380952   1.82020054
9.52380952   1.82020054
9.52380952   1.82020054
9.52380952   1.82020054
9.52400000   1.82010237
9.52834683   1.81762485
9.52834683   1.81762485
9.52834683   1.81762485
9.52834683   1.81762485
9.53288847   1.81505962
9.53288847   1.81505962
9.53288847   1.81505962
9.53288847   1.81505962
9.53288847   1.81505962
9.53288847   1.81505962
9.53288847   1.81505962
9.53288847   1.81505962
9.53400000   1.81441685
9.53743443   1.81250906
9.53743443   1.81250906
9.53743443   1.81250906
9.53743443   1.81250906
9.54198473   1.80997331
9.54198473   1.80997331
9.54198473   1.80997331
9.54198473   1.80997331
9.54198473   1.80997331
9.54198473   1.80997331
9.54198473   1.80997331
9.54198473   1.80997331
9.54653938   1.80744913
9.54653938   1.80744913
9.54653938   1.80744913
9.54653938   1.80744913
9.55109838   1.80493554
9.55109838   1.80493554
9.55109838   1.80493554
9.55109838   1.80493554
9.55109838   1.80493554
9.55109838   1.80493554
9.55109838   1.80493554
9.55109838   1.80493554
9.55566173   1.80243407
9.55566173   1.80243407
9.55566173   1.80243407
9.55566173   1.80243407
9.56022945   1.79994841
9.56022945   1.79994841
9.56022945   1.79994841
9.56022945   1.79994841
9.56022945   1.79994841
9.56022945   1.79994841
9.56022945   1.79994841
9.56022945   1.79994841
9.56480153   1.79747980
9.56480153   1.79747980
9.56480153   1.79747980
9.56480153   1.79747980
9.56937799   1.79502506
9.56937799   1.79502506
9.56937799   1.79502506
9.56937799   1.79502506
9.56937799   1.79502506
9.56937799   1.79502506
9.56937799   1.79502506
9.56937799   1.79502506
9.57395883   1.79258237
9.57395883   1.79258237
9.57395883   1.79258237
9.57395883   1.79258237
9.57854406   1.79015134
9.57854406   1.79015134
9.57854406   1.79015134
9.57854406   1.79015134
9.57854406   1.79015134
9.57854406   1.79015134
9.57854406   1.79015134
9.57854406   1.79015134
9.58313368   1.78773446
9.58313368   1.78773446
9.58313368   1.78773446
9.58313368   1.78773446
9.58772771   1.78533180
9.58772771   1.78533180
9.58772771   1.78533180
9.58772771   1.78533180
9.58772771   1.78533180
9.58772771   1.78533180
9.58772771   1.78533180
9.58772771   1.78533180
9.59232614   1.78293926
9.59232614   1.78293926
9.59232614   1.78293926
9.59232614   1.78293926
9.59692898   1.78055062
9.59692898   1.78055062
9.59692898   1.78055062
9.59692898   1.78055062
9.59692898   1.78055062
9.59692898   1.78055062
9.59692898   1.78055062
9.59692898   1.78055062
9.60084034   1.77852026
9.60153625   1.77816179
9.60153625   1.77816179
9.60153625   1.77816179
9.60153625   1.77816179
9.60614793   1.77577056
9.60614793   1.77577056
9.60614793   1.77577056
9.60614793   1.77577056
9.60614793   1.77577056
9.60614793   1.77577056
9.60614793   1.77577056
9.60614793   1.77577056
9.61076406   1.77337748
9.61076406   1.77337748
9.61076406   1.77337748
9.61076406   1.77337748
9.61500000   1.77118628
9.61538462   1.77098577
9.61538462   1.77098577
9.61538462   1.77098577
9.61538462   1.77098577
9.61538462   1.77098577
9.61538462   1.77098577
9.61538462   1.77098577
9.61538462   1.77098577
9.62000962   1.76861971
9.62000962   1.76861971
9.62000962   1.76861971
9.62000962   1.76861971
9.62463908   1.76625284
9.62463908   1.76625284
9.62463908   1.76625284
9.62463908   1.76625284
9.62463908   1.76625284
9.62463908   1.76625284
9.62463908   1.76625284
9.62463908   1.76625284
9.62927299   1.76390064
9.62927299   1.76390064
9.62927299   1.76390064
9.62927299   1.76390064
9.63391137   1.76156391
9.63391137   1.76156391
9.63391137   1.76156391
9.63391137   1.76156391
9.63391137   1.76156391
9.63391137   1.76156391
9.63391137   1.76156391
9.63391137   1.76156391
9.63855422   1.75924501
9.63855422   1.75924501
9.63855422   1.75924501
9.63855422   1.75924501
9.64320154   1.75694636
9.64320154   1.75694636
9.64320154   1.75694636
9.64320154   1.75694636
9.64320154   1.75694636
9.64320154   1.75694636
9.64320154   1.75694636
9.64320154   1.75694636
9.64785335   1.75466995
9.64785335   1.75466995
9.64785335   1.75466995
9.64785335   1.75466995
9.65250965   1.75241728
9.65250965   1.75241728
9.65250965   1.75241728
9.65250965   1.75241728
9.65250965   1.75241728
9.65250965   1.75241728
9.65250965   1.75241728
9.65250965   1.75241728
9.65717045   1.75019003
9.65717045   1.75019003
9.65717045   1.75019003
9.65717045   1.75019003
9.66183575   1.74798998
9.66183575   1.74798998
9.66183575   1.74798998
9.66183575   1.74798998
9.66183575   1.74798998
9.66183575   1.74798998
9.66183575   1.74798998
9.66183575   1.74798998
9.66650556   1.74581974
9.66650556   1.74581974
9.66650556   1.74581974
9.66650556   1.74581974
9.67117988   1.74368274
9.67117988   1.74368274
9.67117988   1.74368274
9.67117988   1.74368274
9.67117988   1.74368274
9.67117988   1.74368274
9.67117988   1.74368274
9.67117988   1.74368274
9.67585873   1.74158396
9.67585873   1.74158396
9.67585873   1.74158396
9.67585873   1.74158396
9.68054211   1.73952953
9.68054211   1.73952953
9.68054211   1.73952953
9.68054211   1.73952953
9.68054211   1.73952953
9.68054211   1.73952953
9.68054211   1.73952953
9.68054211   1.73952953
9.68523002   1.73752250
9.68523002   1.73752250
9.68523002   1.73752250
9.68523002   1.73752250
9.68992248   1.73556299
9.68992248   1.73556299
9.68992248   1.73556299
9.68992248   1.73556299
9.68992248   1.73556299
9.68992248   1.73556299
9.68992248   1.73556299
9.68992248   1.73556299
9.69461949   1.73365078
9.69461949   1.73365078
9.69461949   1.73365078
9.69461949   1.73365078
9.69932105   1.73178508
9.69932105   1.73178508
9.69932105   1.73178508
9.69932105   1.73178508
9.69932105   1.73178508
9.69932105   1.73178508
9.69932105   1.73178508
9.69932105   1.73178508
9.70402717   1.72996480
9.70402717   1.72996480
9.70402717   1.72996480
9.70402717   1.72996480
9.70873786   1.72818817
9.70873786   1.72818817
9.70873786   1.72818817
9.70873786   1.72818817
9.70873786   1.72818817
9.70873786   1.72818817
9.70873786   1.72818817
9.70873786   1.72818817
9.70900000   1.72809274
9.71345313   1.72645270
9.71345313   1.72645270
9.71345313   1.72645270
9.71345313   1.72645270
9.71817298   1.72475404
9.71817298   1.72475404
9.71817298   1.72475404
9.71817298   1.72475404
9.71817298   1.72475404
9.71817298   1.72475404
9.71817298   1.72475404
9.71817298   1.72475404
9.72289742   1.72308809
9.72289742   1.72308809
9.72289742   1.72308809
9.72289742   1.72308809
9.72762646   1.72149670
9.72762646   1.72149670
9.72762646   1.72149670
9.72762646   1.72149670
9.72762646   1.72149670
9.72762646   1.72149670
9.72762646   1.72149670
9.72762646   1.72149670
9.73193277   1.72003308
9.73236010   1.71989779
9.73236010   1.71989779
9.73236010   1.71989779
9.73236010   1.71989779
9.73709834   1.71830852
9.73709834   1.71830852
9.73709834   1.71830852
9.73709834   1.71830852
9.73709834   1.71830852
9.73709834   1.71830852
9.73709834   1.71830852
9.73709834   1.71830852
9.74184121   1.71671951
9.74184121   1.71671951
9.74184121   1.71671951
9.74184121   1.71671951
9.74658869   1.71512376
9.74658869   1.71512376
9.74658869   1.71512376
9.74658869   1.71512376
9.74658869   1.71512376
9.74658869   1.71512376
9.74658869   1.71512376
9.74658869   1.71512376
9.75134081   1.71351740
9.75134081   1.71351740
9.75134081   1.71351740
9.75134081   1.71351740
9.75609756   1.71189802
9.75609756   1.71189802
9.75609756   1.71189802
9.75609756   1.71189802
9.75609756   1.71189802
9.75609756   1.71189802
9.75609756   1.71189802
9.75609756   1.71189802
9.76085896   1.71026574
9.76085896   1.71026574
9.76085896   1.71026574
9.76085896   1.71026574
9.76562500   1.70862185
9.76562500   1.70862185
9.76562500   1.70862185
9.76562500   1.70862185
9.76562500   1.70862185
9.76562500   1.70862185
9.76562500   1.70862185
9.76562500   1.70862185
9.77039570   1.70697025
9.77039570   1.70697025
9.77039570   1.70697025
9.77039570   1.70697025
9.77517107   1.70531643
9.77517107   1.70531643
9.77517107   1.70531643
9.77517107   1.70531643
9.77517107   1.70531643
9.77517107   1.70531643
9.77517107   1.70531643
9.77517107   1.70531643
9.77995110   1.70366912
9.77995110   1.70366912
9.77995110   1.70366912
9.77995110   1.70366912
9.78473581   1.70203603
9.78473581   1.70203603
9.78473581   1.70203603
9.78473581   1.70203603
9.78473581   1.70203603
9.78473581   1.70203603
9.78473581   1.70203603
9.78473581   1.70203603
9.78952521   1.70042373
9.78952521   1.70042373
9.78952521   1.70042373
9.78952521   1.70042373
9.79431929   1.69883951
9.79431929   1.69883951
9.79431929   1.69883951
9.79431929   1.69883951
9.79431929   1.69883951
9.79431929   1.69883951
9.79431929   1.69883951
9.79431929   1.69883951
9.79911808   1.69728939
9.79911808   1.69728939
9.79911808   1.69728939
9.79911808   1.69728939
9.80392157   1.69579126
9.80392157   1.69579126
9.80392157   1.69579126
9.80392157   1.69579126
9.80392157   1.69579126
9.80392157   1.69579126
9.80392157   1.69579126
9.80392157   1.69579126
9.80400000   1.69576734
9.80872977   1.69433486
9.80872977   1.69433486
9.80872977   1.69433486
9.80872977   1.69433486
9.81354269   1.69291887
9.81354269   1.69291887
9.81354269   1.69291887
9.81354269   1.69291887
9.81354269   1.69291887
9.81354269   1.69291887
9.81354269   1.69291887
9.81354269   1.69291887
9.81836033   1.69154144
9.81836033   1.69154144
9.81836033   1.69154144
9.81836033   1.69154144
9.82318271   1.69020070
9.82318271   1.69020070
9.82318271   1.69020070
9.82318271   1.69020070
9.82318271   1.69020070
9.82318271   1.69020070
9.82318271   1.69020070
9.82318271   1.69020070
9.82800983   1.68889656
9.82800983   1.68889656
9.82800983   1.68889656
9.82800983   1.68889656
9.83284169   1.68762833
9.83284169   1.68762833
9.83284169   1.68762833
9.83284169   1.68762833
9.83284169   1.68762833
9.83284169   1.68762833
9.83284169   1.68762833
9.83284169   1.68762833
9.83767831   1.68639395
9.83767831   1.68639395
9.83767831   1.68639395
9.83767831   1.68639395
9.84251969   1.68518900
9.84251969   1.68518900
9.84251969   1.68518900
9.84251969   1.68518900
9.84251969   1.68518900
9.84251969   1.68518900
9.84251969   1.68518900
9.84251969   1.68518900
9.84736583   1.68400907
9.84736583   1.68400907
9.84736583   1.68400907
9.84736583   1.68400907
9.85210084   1.68287465
9.85221675   1.68284958
9.85221675   1.68284958
9.85221675   1.68284958
9.85221675   1.68284958
9.85221675   1.68284958
9.85221675   1.68284958
9.85221675   1.68284958
9.85221675   1.68284958
9.85707245   1.68170654
9.85707245   1.68170654
9.85707245   1.68170654
9.85707245   1.68170654
9.86193294   1.68057578
9.86193294   1.68057578
9.86193294   1.68057578
9.86193294   1.68057578
9.86193294   1.68057578
9.86193294   1.68057578
9.86193294   1.68057578
9.86193294   1.68057578
9.86679822   1.67945405
9.86679822   1.67945405
9.86679822   1.67945405
9.86679822   1.67945405
9.87166831   1.67833853
9.87166831   1.67833853
9.87166831   1.67833853
9.87166831   1.67833853
9.87166831   1.67833853
9.87166831   1.67833853
9.87166831   1.67833853
9.87166831   1.67833853
9.87654321   1.67722770
9.87654321   1.67722770
9.87654321   1.67722770
9.87654321   1.67722770
9.88142292   1.67612087
9.88142292   1.67612087
9.88142292   1.67612087
9.88142292   1.67612087
9.88142292   1.67612087
9.88142292   1.67612087
9.88142292   1.67612087
9.88142292   1.67612087
9.88630746   1.67501911
9.88630746   1.67501911
9.88630746   1.67501911
9.88630746   1.67501911
9.89119683   1.67392334
9.89119683   1.67392334
9.89119683   1.67392334
9.89119683   1.67392334
9.89119683   1.67392334
9.89119683   1.67392334
9.89119683   1.67392334
9.89119683   1.67392334
9.89609104   1.67283218
9.89609104   1.67283218
9.89609104   1.67283218
9.89609104   1.67283218
9.90099010   1.67174330
9.90099010   1.67174330
9.90099010   1.67174330
9.90099010   1.67174330
9.90099010   1.67174330
9.90099010   1.67174330
9.90099010   1.67174330
9.90099010   1.67174330
9.90100000   1.67174118
9.90589401   1.67065485
9.90589401   1.67065485
9.90589401   1.67065485
9.90589401   1.67065485
9.91080278   1.66956572
9.91080278   1.66956572
9.91080278   1.66956572
9.91080278   1.66956572
9.91080278   1.66956572
9.91080278   1.66956572
9.91080278   1.66956572
9.91080278   1.66956572
9.91571641   1.66847551
9.91571641   1.66847551
9.91571641   1.66847551
9.91571641   1.66847551
9.92063492   1.66738370
9.92063492   1.66738370
9.92063492   1.66738370
9.92063492   1.66738370
9.92063492   1.66738370
9.92063492   1.66738370
9.92063492   1.66738370
9.92063492   1.66738370
9.92555831   1.66629104
9.92555831   1.66629104
9.92555831   1.66629104
9.92555831   1.66629104
9.93048659   1.66519813
9.93048659   1.66519813
9.93048659   1.66519813
9.93048659   1.66519813
9.93048659   1.66519813
9.93048659   1.66519813
9.93048659   1.66519813
9.93048659   1.66519813
9.93541977   1.66410547
9.93541977   1.66410547
9.93541977   1.66410547
9.93541977   1.66410547
9.94035785   1.66301285
9.94035785   1.66301285
9.94035785   1.66301285
9.94035785   1.66301285
9.94035785   1.66301285
9.94035785   1.66301285
9.94035785   1.66301285
9.94035785   1.66301285
9.94530085   1.66192014
9.94530085   1.66192014
9.94530085   1.66192014
9.94530085   1.66192014
9.95024876   1.66082643
9.95024876   1.66082643
9.95024876   1.66082643
9.95024876   1.66082643
9.95024876   1.66082643
9.95024876   1.66082643
9.95024876   1.66082643
9.95024876   1.66082643
9.95520159   1.65972923
9.95520159   1.65972923
9.95520159   1.65972923
9.95520159   1.65972923
9.96015936   1.65862547
9.96015936   1.65862547
9.96015936   1.65862547
9.96015936   1.65862547
9.96015936   1.65862547
9.96015936   1.65862547
9.96015936   1.65862547
9.96015936   1.65862547
9.96512207   1.65751348
9.96512207   1.65751348
9.96512207   1.65751348
9.96512207   1.65751348
9.97008973   1.65639198
9.97008973   1.65639198
9.97008973   1.65639198
9.97008973   1.65639198
9.97008973   1.65639198
9.97008973   1.65639198
9.97008973   1.65639198
9.97008973   1.65639198
9.97506234   1.65526063
9.97506234   1.65526063
9.97506234   1.65526063
9.97506234   1.65526063
9.98003992   1.65411912
9.98003992   1.65411912
9.98003992   1.65411912
9.98003992   1.65411912
9.98003992   1.65411912
9.98003992   1.65411912
9.98003992   1.65411912
9.98003992   1.65411912
9.98319328   1.65342565
9.98502247   1.65296780
9.98502247   1.65296780
9.98502247   1.65296780
9.98502247   1.65296780
9.99000999   1.65180667
9.99000999   1.65180667
9.99000999   1.65180667
9.99000999   1.65180667
9.99000999   1.65180667
9.99000999   1.65180667
9.99000999   1.65180667
9.99000999   1.65180667
9.99500250   1.65063603
9.99500250   1.65063603
9.99500250   1.65063603
9.99500250   1.65063603
10.00000000   1.64945580
10.00000000   1.64945580
10.00000000   1.64945580
10.00000000   1.64945580
10.00000000   1.64945580
10.00000000   1.64945580
10.00000000   1.64945580
10.00000000   1.64945580
10.00000000   1.64945580
10.00000000   1.64945580
10.00500250   1.64826631
10.00500250   1.64826631
10.00500250   1.64826631
10.00500250   1.64826631
10.01001001   1.64706793
10.01001001   1.64706793
10.01001001   1.64706793
10.01001001   1.64706793
10.01001001   1.64706793
10.01001001   1.64706793
10.01001001   1.64706793
10.01001001   1.64706793
10.01502253   1.64586204
10.01502253   1.64586204
10.01502253   1.64586204
10.01502253   1.64586204
10.02004008   1.64465029
10.02004008   1.64465029
10.02004008   1.64465029
10.02004008   1.64465029
10.02004008   1.64465029
10.02004008   1.64465029
10.02004008   1.64465029
10.02004008   1.64465029
10.02506266   1.64343534
10.02506266   1.64343534
10.02506266   1.64343534
10.02506266   1.64343534
10.03009027   1.64221963
10.03009027   1.64221963
10.03009027   1.64221963
10.03009027   1.64221963
10.03009027   1.64221963
10.03009027   1.64221963
10.03009027   1.64221963
10.03009027   1.64221963
10.03512293   1.64100422
10.03512293   1.64100422
10.03512293   1.64100422
10.03512293   1.64100422
10.04016064   1.63978934
10.04016064   1.63978934
10.04016064   1.63978934
10.04016064   1.63978934
10.04016064   1.63978934
10.04016064   1.63978934
10.04016064   1.63978934
10.04016064   1.63978934
10.04520342   1.63857546
10.04520342   1.63857546
10.04520342   1.63857546
10.04520342   1.63857546
10.05025126   1.63736079
10.05025126   1.63736079
10.05025126   1.63736079
10.05025126   1.63736079
10.05025126   1.63736079
10.05025126   1.63736079
10.05025126   1.63736079
10.05025126   1.63736079
10.05530417   1.63614366
10.05530417   1.63614366
10.05530417   1.63614366
10.05530417   1.63614366
10.06036217   1.63492306
10.06036217   1.63492306
10.06036217   1.63492306
10.06036217   1.63492306
10.06036217   1.63492306
10.06036217   1.63492306
10.06036217   1.63492306
10.06036217   1.63492306
10.06542526   1.63369920
10.06542526   1.63369920
