lambda            k
4.49034576   0.00458000
4.49034576   0.00458000
4.49034576   0.00458000
4.49034576   0.00458000
4.49034576   0.00458000
4.49034576   0.00458000
4.49135414   0.00666134
4.49135414   0.00666134
4.49135414   0.00666134
4.49135414   0.00666134
4.49236298   0.00458655
4.49236298   0.00458655
4.49236298   0.00458655
4.49236298   0.00458655
4.49236298   0.00458655
4.49236298   0.00458655
4.49236298   0.00458655
4.49236298   0.00458655
4.49337228   0.00667631
4.49337228   0.00667631
4.49337228   0.00667631
4.49337228   0.00667631
4.49438202   0.00459316
4.49438202   0.00459316
4.49438202   0.00459316
4.49438202   0.00459316
4.49438202   0.00459316
4.49438202   0.00459316
4.49438202   0.00459316
4.49438202   0.00459316
4.49539222   0.00669132
4.49539222   0.00669132
4.49539222   0.00669132
4.49539222   0.00669132
4.49640288   0.00250081
4.49640288   0.00250081
4.49640288   0.00250081
4.49640288   0.00250081
4.49640288   0.00669884
4.49640288   0.00669884
4.49640288   0.00669884
4.49640288   0.00669884
4.49741399   0.00670638
4.49741399   0.00670638
4.49741399   0.00670638
4.49741399   0.00670638
4.49842555   0.00460655
4.49842555   0.00460655
4.49842555   0.00460655
4.49842555   0.00460655
4.49842555   0.00460655
4.49842555   0.00460655
4.49842555   0.00460655
4.49842555   0.00460655
4.49943757   0.00672149
4.49943757   0.00672149
4.49943757   0.00672149
4.49943757   0.00672149
4.50045005   0.00461333
4.50045005   0.00461333
4.50045005   0.00461333
4.50045005   0.00461333
4.50045005   0.00461333
4.50045005   0.00461333
4.50045005   0.00461333
4.50045005   0.00461333
4.50146298   0.00673664
4.50146298   0.00673664
4.50146298   0.00673664
4.50146298   0.00673664
4.50247636   0.00462018
4.50247636   0.00462018
4.50247636   0.00462018
4.50247636   0.00462018
4.50247636   0.00462018
4.50247636   0.00462018
4.50247636   0.00462018
4.50247636   0.00462018
4.50349020   0.00675185
4.50349020   0.00675185
4.50349020   0.00675185
4.50349020   0.00675185
4.50450450   0.00462708
4.50450450   0.00462708
4.50450450   0.00462708
4.50450450   0.00462708
4.50450450   0.00462708
4.50450450   0.00462708
4.50450450   0.00462708
4.50450450   0.00462708
4.50551926   0.00676710
4.50551926   0.00676710
4.50551926   0.00676710
4.50551926   0.00676710
4.50653447   0.00463405
4.50653447   0.00463405
4.50653447   0.00463405
4.50653447   0.00463405
4.50653447   0.00463405
4.50653447   0.00463405
4.50653447   0.00463405
4.50653447   0.00463405
4.50755015   0.00678240
4.50755015   0.00678240
4.50755015   0.00678240
4.50755015   0.00678240
4.50856628   0.00464107
4.50856628   0.00464107
4.50856628   0.00464107
4.50856628   0.00464107
4.50856628   0.00464107
4.50856628   0.00464107
4.50856628   0.00464107
4.50856628   0.00464107
4.50958286   0.00679775
4.50958286   0.00679775
4.50958286   0.00679775
4.50958286   0.00679775
4.51059991   0.00464816
4.51059991   0.00464816
4.51059991   0.00464816
4.51059991   0.00464816
4.51059991   0.00464816
4.51059991   0.00464816
4.51059991   0.00464816
4.51059991   0.00464816
4.51161741   0.00681315
4.51161741   0.00681315
4.51161741   0.00681315
4.51161741   0.00681315
4.51263538   0.00465531
4.51263538   0.00465531
4.51263538   0.00465531
4.51263538   0.00465531
4.51263538   0.00465531
4.51263538   0.00465531
4.51263538   0.00465531
4.51263538   0.00465531
4.51365380   0.00682860
4.51365380   0.00682860
4.51365380   0.00682860
4.51365380   0.00682860
4.51467269   0.00683634
4.51467269   0.00683634
4.51467269   0.00683634
4.51467269   0.00683634
4.51467269   0.00248872
4.51467269   0.00248872
4.51467269   0.00248872
4.51467269   0.00248872
4.51569203   0.00684410
4.51569203   0.00684410
4.51569203   0.00684410
4.51569203   0.00684410
4.51671183   0.00466981
4.51671183   0.00466981
4.51671183   0.00466981
4.51671183   0.00466981
4.51671183   0.00466981
4.51671183   0.00466981
4.51671183   0.00466981
4.51671183   0.00466981
4.51773210   0.00685964
4.51773210   0.00685964
4.51773210   0.00685964
4.51773210   0.00685964
4.51875282   0.00467715
4.51875282   0.00467715
4.51875282   0.00467715
4.51875282   0.00467715
4.51875282   0.00467715
4.51875282   0.00467715
4.51875282   0.00467715
4.51875282   0.00467715
4.51977401   0.00687524
4.51977401   0.00687524
4.51977401   0.00687524
4.51977401   0.00687524
4.52079566   0.00688306
4.52079566   0.00688306
4.52079566   0.00688306
4.52079566   0.00688306
4.52079566   0.00248608
4.52079566   0.00248608
4.52079566   0.00248608
4.52079566   0.00248608
4.52181777   0.00689088
4.52181777   0.00689088
4.52181777   0.00689088
4.52181777   0.00689088
4.52284034   0.00469204
4.52284034   0.00469204
4.52284034   0.00469204
4.52284034   0.00469204
4.52284034   0.00469204
4.52284034   0.00469204
4.52284034   0.00469204
4.52284034   0.00469204
4.52386338   0.00690658
4.52386338   0.00690658
4.52386338   0.00690658
4.52386338   0.00690658
4.52488688   0.00469959
4.52488688   0.00469959
4.52488688   0.00469959
4.52488688   0.00469959
4.52488688   0.00469959
4.52488688   0.00469959
4.52488688   0.00469959
4.52488688   0.00469959
4.52591084   0.00692233
4.52591084   0.00692233
4.52591084   0.00692233
4.52591084   0.00692233
4.52693526   0.00470720
4.52693526   0.00470720
4.52693526   0.00470720
4.52693526   0.00470720
4.52693526   0.00470720
4.52693526   0.00470720
4.52693526   0.00470720
4.52693526   0.00470720
4.52796015   0.00693812
4.52796015   0.00693812
4.52796015   0.00693812
4.52796015   0.00693812
4.52898551   0.00471488
4.52898551   0.00471488
4.52898551   0.00471488
4.52898551   0.00471488
4.52898551   0.00471488
4.52898551   0.00471488
4.52898551   0.00471488
4.52898551   0.00471488
4.53001133   0.00695397
4.53001133   0.00695397
4.53001133   0.00695397
4.53001133   0.00695397
4.53103761   0.00472264
4.53103761   0.00472264
4.53103761   0.00472264
4.53103761   0.00472264
4.53103761   0.00472264
4.53103761   0.00472264
4.53103761   0.00472264
4.53103761   0.00472264
4.53206436   0.00696987
4.53206436   0.00696987
4.53206436   0.00696987
4.53206436   0.00696987
4.53309157   0.00473046
4.53309157   0.00473046
4.53309157   0.00473046
4.53309157   0.00473046
4.53309157   0.00473046
4.53309157   0.00473046
4.53309157   0.00473046
4.53309157   0.00473046
4.53411925   0.00698581
4.53411925   0.00698581
4.53411925   0.00698581
4.53411925   0.00698581
4.53514739   0.00473835
4.53514739   0.00473835
4.53514739   0.00473835
4.53514739   0.00473835
4.53514739   0.00473835
4.53514739   0.00473835
4.53514739   0.00473835
4.53514739   0.00473835
4.53617600   0.00700181
4.53617600   0.00700181
4.53617600   0.00700181
4.53617600   0.00700181
4.53720508   0.00474632
4.53720508   0.00474632
4.53720508   0.00474632
4.53720508   0.00474632
4.53720508   0.00474632
4.53720508   0.00474632
4.53720508   0.00474632
4.53720508   0.00474632
4.53823463   0.00701786
4.53823463   0.00701786
4.53823463   0.00701786
4.53823463   0.00701786
4.53926464   0.00475436
4.53926464   0.00475436
4.53926464   0.00475436
4.53926464   0.00475436
4.53926464   0.00475436
4.53926464   0.00475436
4.53926464   0.00475436
4.53926464   0.00475436
4.54016620   0.01221191
4.54029512   0.00703396
4.54029512   0.00703396
4.54029512   0.00703396
4.54029512   0.00703396
4.54132607   0.00704203
4.54132607   0.00704203
4.54132607   0.00704203
4.54132607   0.00704203
4.54132607   0.00248291
4.54132607   0.00248291
4.54132607   0.00248291
4.54132607   0.00248291
4.54235748   0.00705011
4.54235748   0.00705011
4.54235748   0.00705011
4.54235748   0.00705011
4.54338937   0.00477066
4.54338937   0.00477066
4.54338937   0.00477066
4.54338937   0.00477066
4.54338937   0.00477066
4.54338937   0.00477066
4.54338937   0.00477066
4.54338937   0.00477066
4.54442172   0.00706632
4.54442172   0.00706632
4.54442172   0.00706632
4.54442172   0.00706632
4.54545455   0.00477892
4.54545455   0.00477892
4.54545455   0.00477892
4.54545455   0.00477892
4.54545455   0.00477892
4.54545455   0.00477892
4.54545455   0.00477892
4.54545455   0.00477892
4.54648784   0.00708257
4.54648784   0.00708257
4.54648784   0.00708257
4.54648784   0.00708257
4.54752160   0.00478726
4.54752160   0.00478726
4.54752160   0.00478726
4.54752160   0.00478726
4.54752160   0.00478726
4.54752160   0.00478726
4.54752160   0.00478726
4.54752160   0.00478726
4.54855583   0.00709888
4.54855583   0.00709888
4.54855583   0.00709888
4.54855583   0.00709888
4.54959054   0.00479568
4.54959054   0.00479568
4.54959054   0.00479568
4.54959054   0.00479568
4.54959054   0.00479568
4.54959054   0.00479568
4.54959054   0.00479568
4.54959054   0.00479568
4.55000000   0.00700000
4.55000000   0.00700000
4.55062571   0.00711524
4.55062571   0.00711524
4.55062571   0.00711524
4.55062571   0.00711524
4.55166136   0.00480418
4.55166136   0.00480418
4.55166136   0.00480418
4.55166136   0.00480418
4.55166136   0.00480418
4.55166136   0.00480418
4.55166136   0.00480418
4.55166136   0.00480418
4.55269747   0.00713165
4.55269747   0.00713165
4.55269747   0.00713165
4.55269747   0.00713165
4.55373406   0.00481276
4.55373406   0.00481276
4.55373406   0.00481276
4.55373406   0.00481276
4.55373406   0.00481276
4.55373406   0.00481276
4.55373406   0.00481276
4.55373406   0.00481276
4.55477112   0.00714811
4.55477112   0.00714811
4.55477112   0.00714811
4.55477112   0.00714811
4.55580866   0.00482142
4.55580866   0.00482142
4.55580866   0.00482142
4.55580866   0.00482142
4.55580866   0.00482142
4.55580866   0.00482142
4.55580866   0.00482142
4.55580866   0.00482142
4.55684666   0.00716463
4.55684666   0.00716463
4.55684666   0.00716463
4.55684666   0.00716463
4.55788514   0.00483016
4.55788514   0.00483016
4.55788514   0.00483016
4.55788514   0.00483016
4.55788514   0.00483016
4.55788514   0.00483016
4.55788514   0.00483016
4.55788514   0.00483016
4.55892409   0.00718120
4.55892409   0.00718120
4.55892409   0.00718120
4.55892409   0.00718120
4.55996352   0.00483898
4.55996352   0.00483898
4.55996352   0.00483898
4.55996352   0.00483898
4.55996352   0.00483898
4.55996352   0.00483898
4.55996352   0.00483898
4.55996352   0.00483898
4.56100342   0.00719782
4.56100342   0.00719782
4.56100342   0.00719782
4.56100342   0.00719782
4.56204380   0.00484789
4.56204380   0.00484789
4.56204380   0.00484789
4.56204380   0.00484789
4.56204380   0.00484789
4.56204380   0.00484789
4.56204380   0.00484789
4.56204380   0.00484789
4.56308465   0.00721449
4.56308465   0.00721449
4.56308465   0.00721449
4.56308465   0.00721449
4.56412597   0.00485689
4.56412597   0.00485689
4.56412597   0.00485689
4.56412597   0.00485689
4.56412597   0.00485689
4.56412597   0.00485689
4.56412597   0.00485689
4.56412597   0.00485689
4.56516777   0.00723122
4.56516777   0.00723122
4.56516777   0.00723122
4.56516777   0.00723122
4.56621005   0.00486597
4.56621005   0.00486597
4.56621005   0.00486597
4.56621005   0.00486597
4.56621005   0.00486597
4.56621005   0.00486597
4.56621005   0.00486597
4.56621005   0.00486597
4.56725280   0.00724800
4.56725280   0.00724800
4.56725280   0.00724800
4.56725280   0.00724800
4.56829603   0.00487514
4.56829603   0.00487514
4.56829603   0.00487514
4.56829603   0.00487514
4.56829603   0.00487514
4.56829603   0.00487514
4.56829603   0.00487514
4.56829603   0.00487514
4.56933973   0.00726483
4.56933973   0.00726483
4.56933973   0.00726483
4.56933973   0.00726483
4.57038391   0.00488440
4.57038391   0.00488440
4.57038391   0.00488440
4.57038391   0.00488440
4.57038391   0.00488440
4.57038391   0.00488440
4.57038391   0.00488440
4.57038391   0.00488440
4.57142857   0.00728172
4.57142857   0.00728172
4.57142857   0.00728172
4.57142857   0.00728172
4.57247371   0.00729018
4.57247371   0.00729018
4.57247371   0.00729018
4.57247371   0.00729018
4.57247371   0.00249731
4.57247371   0.00249731
4.57247371   0.00249731
4.57247371   0.00249731
4.57351932   0.00729866
4.57351932   0.00729866
4.57351932   0.00729866
4.57351932   0.00729866
4.57456542   0.00490319
4.57456542   0.00490319
4.57456542   0.00490319
4.57456542   0.00490319
4.57456542   0.00490319
4.57456542   0.00490319
4.57456542   0.00490319
4.57456542   0.00490319
4.57561199   0.00731566
4.57561199   0.00731566
4.57561199   0.00731566
4.57561199   0.00731566
4.57665904   0.00491273
4.57665904   0.00491273
4.57665904   0.00491273
4.57665904   0.00491273
4.57665904   0.00491273
4.57665904   0.00491273
4.57665904   0.00491273
4.57665904   0.00491273
4.57770657   0.00733271
4.57770657   0.00733271
4.57770657   0.00733271
4.57770657   0.00733271
4.57875458   0.00492236
4.57875458   0.00492236
4.57875458   0.00492236
4.57875458   0.00492236
4.57875458   0.00492236
4.57875458   0.00492236
4.57875458   0.00492236
4.57875458   0.00492236
4.57980307   0.00734981
4.57980307   0.00734981
4.57980307   0.00734981
4.57980307   0.00734981
4.58085204   0.00493209
4.58085204   0.00493209
4.58085204   0.00493209
4.58085204   0.00493209
4.58085204   0.00493209
4.58085204   0.00493209
4.58085204   0.00493209
4.58085204   0.00493209
4.58190149   0.00736697
4.58190149   0.00736697
4.58190149   0.00736697
4.58190149   0.00736697
4.58295142   0.00494191
4.58295142   0.00494191
4.58295142   0.00494191
4.58295142   0.00494191
4.58295142   0.00494191
4.58295142   0.00494191
4.58295142   0.00494191
4.58295142   0.00494191
4.58400183   0.00738418
4.58400183   0.00738418
4.58400183   0.00738418
4.58400183   0.00738418
4.58505273   0.00739281
4.58505273   0.00739281
4.58505273   0.00739281
4.58505273   0.00739281
4.58505273   0.00251087
4.58505273   0.00251087
4.58505273   0.00251087
4.58505273   0.00251087
4.58610410   0.00740145
4.58610410   0.00740145
4.58610410   0.00740145
4.58610410   0.00740145
4.58715596   0.00496186
4.58715596   0.00496186
4.58715596   0.00496186
4.58715596   0.00496186
4.58715596   0.00496186
4.58715596   0.00496186
4.58715596   0.00496186
4.58715596   0.00496186
4.58820830   0.00741877
4.58820830   0.00741877
4.58820830   0.00741877
4.58820830   0.00741877
4.58926113   0.00497199
4.58926113   0.00497199
4.58926113   0.00497199
4.58926113   0.00497199
4.58926113   0.00497199
4.58926113   0.00497199
4.58926113   0.00497199
4.58926113   0.00497199
4.59031444   0.00743615
4.59031444   0.00743615
4.59031444   0.00743615
4.59031444   0.00743615
4.59136823   0.00498223
4.59136823   0.00498223
4.59136823   0.00498223
4.59136823   0.00498223
4.59136823   0.00498223
4.59136823   0.00498223
4.59136823   0.00498223
4.59136823   0.00498223
4.59242250   0.00745358
4.59242250   0.00745358
4.59242250   0.00745358
4.59242250   0.00745358
4.59347726   0.00499257
4.59347726   0.00499257
4.59347726   0.00499257
4.59347726   0.00499257
4.59347726   0.00499257
4.59347726   0.00499257
4.59347726   0.00499257
4.59347726   0.00499257
4.59453251   0.00747107
4.59453251   0.00747107
4.59453251   0.00747107
4.59453251   0.00747107
4.59558824   0.00500301
4.59558824   0.00500301
4.59558824   0.00500301
4.59558824   0.00500301
4.59558824   0.00500301
4.59558824   0.00500301
4.59558824   0.00500301
4.59558824   0.00500301
4.59664445   0.00748861
4.59664445   0.00748861
4.59664445   0.00748861
4.59664445   0.00748861
4.59770115   0.00501357
4.59770115   0.00501357
4.59770115   0.00501357
4.59770115   0.00501357
4.59770115   0.00501357
4.59770115   0.00501357
4.59770115   0.00501357
4.59770115   0.00501357
4.59875834   0.00750621
4.59875834   0.00750621
4.59875834   0.00750621
4.59875834   0.00750621
4.59981601   0.00502424
4.59981601   0.00502424
4.59981601   0.00502424
4.59981601   0.00502424
4.59981601   0.00502424
4.59981601   0.00502424
4.59981601   0.00502424
4.59981601   0.00502424
4.60087417   0.00752387
4.60087417   0.00752387
4.60087417   0.00752387
4.60087417   0.00752387
4.60193281   0.00503502
4.60193281   0.00503502
4.60193281   0.00503502
4.60193281   0.00503502
4.60193281   0.00503502
4.60193281   0.00503502
4.60193281   0.00503502
4.60193281   0.00503502
4.60299194   0.00754158
4.60299194   0.00754158
4.60299194   0.00754158
4.60299194   0.00754158
4.60405157   0.00504592
4.60405157   0.00504592
4.60405157   0.00504592
4.60405157   0.00504592
4.60405157   0.00504592
4.60405157   0.00504592
4.60405157   0.00504592
4.60405157   0.00504592
4.60511167   0.00755935
4.60511167   0.00755935
4.60511167   0.00755935
4.60511167   0.00755935
4.60617227   0.00505693
4.60617227   0.00505693
4.60617227   0.00505693
4.60617227   0.00505693
4.60617227   0.00505693
4.60617227   0.00505693
4.60617227   0.00505693
4.60617227   0.00505693
4.60723336   0.00757717
4.60723336   0.00757717
4.60723336   0.00757717
4.60723336   0.00757717
4.60829493   0.00506807
4.60829493   0.00506807
4.60829493   0.00506807
4.60829493   0.00506807
4.60829493   0.00506807
4.60829493   0.00506807
4.60829493   0.00506807
4.60829493   0.00506807
4.60935699   0.00759505
4.60935699   0.00759505
4.60935699   0.00759505
4.60935699   0.00759505
4.61041955   0.00507932
4.61041955   0.00507932
4.61041955   0.00507932
4.61041955   0.00507932
4.61041955   0.00507932
4.61041955   0.00507932
4.61041955   0.00507932
4.61041955   0.00507932
4.61148259   0.00761299
4.61148259   0.00761299
4.61148259   0.00761299
4.61148259   0.00761299
