lambda            k
9.42951438   0.07753609
9.42951438   0.07753609
9.43396226   0.01922254
9.43396226   0.01922254
9.43396226   0.01922254
9.43396226   0.01922254
9.43396226   0.01922254
9.43396226   0.01922254
9.43396226   0.01922254
9.43396226   0.01922254
9.43841435   0.07626247
9.43841435   0.07626247
9.43841435   0.07626247
9.43841435   0.07626247
9.44287063   0.03739038
9.44287063   0.03739038
9.44287063   0.03739038
9.44287063   0.03739038
9.44287063   0.07564589
9.44287063   0.07564589
9.44287063   0.07564589
9.44287063   0.07564589
9.44733113   0.07504233
9.44733113   0.07504233
9.44733113   0.07504233
9.44733113   0.07504233
9.45179584   0.01903566
9.45179584   0.01903566
9.45179584   0.01903566
9.45179584   0.01903566
9.45179584   0.01903566
9.45179584   0.01903566
9.45179584   0.01903566
9.45179584   0.01903566
9.45626478   0.07387307
9.45626478   0.07387307
9.45626478   0.07387307
9.45626478   0.07387307
9.45983380   0.11311722
9.46073794   0.01894638
9.46073794   0.01894638
9.46073794   0.01894638
9.46073794   0.01894638
9.46073794   0.01894638
9.46073794   0.01894638
9.46073794   0.01894638
9.46073794   0.01894638
9.46521533   0.07275223
9.46521533   0.07275223
9.46521533   0.07275223
9.46521533   0.07275223
9.46969697   0.03448923
9.46969697   0.03448923
9.46969697   0.03448923
9.46969697   0.03448923
9.46969697   0.07220925
9.46969697   0.07220925
9.46969697   0.07220925
9.46969697   0.07220925
9.47418285   0.07167753
9.47418285   0.07167753
9.47418285   0.07167753
9.47418285   0.07167753
9.47867299   0.01877664
9.47867299   0.01877664
9.47867299   0.01877664
9.47867299   0.01877664
9.47867299   0.01877664
9.47867299   0.01877664
9.47867299   0.01877664
9.47867299   0.01877664
9.48316738   0.07064681
9.48316738   0.07064681
9.48316738   0.07064681
9.48316738   0.07064681
9.48766603   0.01869633
9.48766603   0.01869633
9.48766603   0.01869633
9.48766603   0.01869633
9.48766603   0.01869633
9.48766603   0.01869633
9.48766603   0.01869633
9.48766603   0.01869633
9.49216896   0.06965804
9.49216896   0.06965804
9.49216896   0.06965804
9.49216896   0.06965804
9.49667616   0.01861911
9.49667616   0.01861911
9.49667616   0.01861911
9.49667616   0.01861911
9.49667616   0.01861911
9.49667616   0.01861911
9.49667616   0.01861911
9.49667616   0.01861911
9.50118765   0.06870932
9.50118765   0.06870932
9.50118765   0.06870932
9.50118765   0.06870932
9.50415512   0.10635148
9.50570342   0.01854502
9.50570342   0.01854502
9.50570342   0.01854502
9.50570342   0.01854502
9.50570342   0.01854502
9.50570342   0.01854502
9.50570342   0.01854502
9.50570342   0.01854502
9.51022349   0.06779886
9.51022349   0.06779886
9.51022349   0.06779886
9.51022349   0.06779886
9.51474786   0.01847406
9.51474786   0.01847406
9.51474786   0.01847406
9.51474786   0.01847406
9.51474786   0.01847406
9.51474786   0.01847406
9.51474786   0.01847406
9.51474786   0.01847406
9.51927653   0.06692496
9.51927653   0.06692496
9.51927653   0.06692496
9.51927653   0.06692496
9.52000000   0.53000000
9.52000000   0.53000000
9.52380952   0.01840625
9.52380952   0.01840625
9.52380952   0.01840625
9.52380952   0.01840625
9.52380952   0.01840625
9.52380952   0.01840625
9.52380952   0.01840625
9.52380952   0.01840625
9.52834683   0.06608602
9.52834683   0.06608602
9.52834683   0.06608602
9.52834683   0.06608602
9.53288847   0.01834157
9.53288847   0.01834157
9.53288847   0.01834157
9.53288847   0.01834157
9.53288847   0.01834157
9.53288847   0.01834157
9.53288847   0.01834157
9.53288847   0.01834157
9.53743443   0.06528055
9.53743443   0.06528055
9.53743443   0.06528055
9.53743443   0.06528055
9.54198473   0.06488991
9.54198473   0.06488991
9.54198473   0.06488991
9.54198473   0.06488991
9.54198473   0.02832987
9.54198473   0.02832987
9.54198473   0.02832987
9.54198473   0.02832987
9.54653938   0.06450712
9.54653938   0.06450712
9.54653938   0.06450712
9.54653938   0.06450712
9.55109838   0.01822158
9.55109838   0.01822158
9.55109838   0.01822158
9.55109838   0.01822158
9.55109838   0.01822158
9.55109838   0.01822158
9.55109838   0.01822158
9.55109838   0.01822158
9.55566173   0.06376439
9.55566173   0.06376439
9.55566173   0.06376439
9.55566173   0.06376439
9.56022945   0.01816622
9.56022945   0.01816622
9.56022945   0.01816622
9.56022945   0.01816622
9.56022945   0.01816622
9.56022945   0.01816622
9.56022945   0.01816622
9.56022945   0.01816622
9.56480153   0.06305109
9.56480153   0.06305109
9.56480153   0.06305109
9.56480153   0.06305109
9.56937799   0.01811392
9.56937799   0.01811392
9.56937799   0.01811392
9.56937799   0.01811392
9.56937799   0.01811392
9.56937799   0.01811392
9.56937799   0.01811392
9.56937799   0.01811392
9.57395883   0.06236602
9.57395883   0.06236602
9.57395883   0.06236602
9.57395883   0.06236602
9.57854406   0.06203371
9.57854406   0.06203371
9.57854406   0.06203371
9.57854406   0.06203371
9.57854406   0.02590443
9.57854406   0.02590443
9.57854406   0.02590443
9.57854406   0.02590443
9.58313368   0.06170804
9.58313368   0.06170804
9.58313368   0.06170804
9.58313368   0.06170804
9.58772771   0.06138888
9.58772771   0.06138888
9.58772771   0.06138888
9.58772771   0.06138888
9.58772771   0.02535218
9.58772771   0.02535218
9.58772771   0.02535218
9.58772771   0.02535218
9.59232614   0.06107609
9.59232614   0.06107609
9.59232614   0.06107609
9.59232614   0.06107609
9.59279778   0.09400982
9.59692898   0.01797500
9.59692898   0.01797500
9.59692898   0.01797500
9.59692898   0.01797500
9.59692898   0.01797500
9.59692898   0.01797500
9.59692898   0.01797500
9.59692898   0.01797500
9.60153625   0.06046913
9.60153625   0.06046913
9.60153625   0.06046913
9.60153625   0.06046913
9.60614793   0.01793457
9.60614793   0.01793457
9.60614793   0.01793457
9.60614793   0.01793457
9.60614793   0.01793457
9.60614793   0.01793457
9.60614793   0.01793457
9.60614793   0.01793457
9.61076406   0.05988621
9.61076406   0.05988621
9.61076406   0.05988621
9.61076406   0.05988621
9.61538462   0.02380945
9.61538462   0.02380945
9.61538462   0.02380945
9.61538462   0.02380945
9.61538462   0.05960348
9.61538462   0.05960348
9.61538462   0.05960348
9.61538462   0.05960348
9.62000962   0.05932642
9.62000962   0.05932642
9.62000962   0.05932642
9.62000962   0.05932642
9.62463908   0.01786229
9.62463908   0.01786229
9.62463908   0.01786229
9.62463908   0.01786229
9.62463908   0.01786229
9.62463908   0.01786229
9.62463908   0.01786229
9.62463908   0.01786229
9.62927299   0.05878886
9.62927299   0.05878886
9.62927299   0.05878886
9.62927299   0.05878886
9.63391137   0.01783035
9.63391137   0.01783035
9.63391137   0.01783035
9.63391137   0.01783035
9.63391137   0.01783035
9.63391137   0.01783035
9.63391137   0.01783035
9.63391137   0.01783035
9.63855422   0.05827274
9.63855422   0.05827274
9.63855422   0.05827274
9.63855422   0.05827274
9.64320154   0.02242014
9.64320154   0.02242014
9.64320154   0.02242014
9.64320154   0.02242014
9.64320154   0.05802246
9.64320154   0.05802246
9.64320154   0.05802246
9.64320154   0.05802246
9.64785335   0.05777725
9.64785335   0.05777725
9.64785335   0.05777725
9.64785335   0.05777725
9.65250965   0.01777467
9.65250965   0.01777467
9.65250965   0.01777467
9.65250965   0.01777467
9.65250965   0.01777467
9.65250965   0.01777467
9.65250965   0.01777467
9.65250965   0.01777467
9.65717045   0.05730166
9.65717045   0.05730166
9.65717045   0.05730166
9.65717045   0.05730166
9.66183575   0.01775084
9.66183575   0.01775084
9.66183575   0.01775084
9.66183575   0.01775084
9.66183575   0.01775084
9.66183575   0.01775084
9.66183575   0.01775084
9.66183575   0.01775084
9.66650556   0.05684525
9.66650556   0.05684525
9.66650556   0.05684525
9.66650556   0.05684525
9.67036011   0.08374526
9.67117988   0.01772963
9.67117988   0.01772963
9.67117988   0.01772963
9.67117988   0.01772963
9.67117988   0.01772963
9.67117988   0.01772963
9.67117988   0.01772963
9.67117988   0.01772963
9.67585873   0.05640734
9.67585873   0.05640734
9.67585873   0.05640734
9.67585873   0.05640734
9.68054211   0.01771100
9.68054211   0.01771100
9.68054211   0.01771100
9.68054211   0.01771100
9.68054211   0.01771100
9.68054211   0.01771100
9.68054211   0.01771100
9.68054211   0.01771100
9.68523002   0.05598731
9.68523002   0.05598731
9.68523002   0.05598731
9.68523002   0.05598731
9.68992248   0.01769489
9.68992248   0.01769489
9.68992248   0.01769489
9.68992248   0.01769489
9.68992248   0.01769489
9.68992248   0.01769489
9.68992248   0.01769489
9.68992248   0.01769489
9.69461949   0.05558453
9.69461949   0.05558453
9.69461949   0.05558453
9.69461949   0.05558453
9.69932105   0.01768128
9.69932105   0.01768128
9.69932105   0.01768128
9.69932105   0.01768128
9.69932105   0.01768128
9.69932105   0.01768128
9.69932105   0.01768128
9.69932105   0.01768128
9.70402717   0.05519842
9.70402717   0.05519842
9.70402717   0.05519842
9.70402717   0.05519842
9.70873786   0.01767012
9.70873786   0.01767012
9.70873786   0.01767012
9.70873786   0.01767012
9.70873786   0.01767012
9.70873786   0.01767012
9.70873786   0.01767012
9.70873786   0.01767012
9.71345313   0.05482842
9.71345313   0.05482842
9.71345313   0.05482842
9.71345313   0.05482842
9.71817298   0.01766137
9.71817298   0.01766137
9.71817298   0.01766137
9.71817298   0.01766137
9.71817298   0.01766137
9.71817298   0.01766137
9.71817298   0.01766137
9.71817298   0.01766137
9.72289742   0.05447401
9.72289742   0.05447401
9.72289742   0.05447401
9.72289742   0.05447401
9.72762646   0.01899252
9.72762646   0.01899252
9.72762646   0.01899252
9.72762646   0.01899252
9.72762646   0.05430249
9.72762646   0.05430249
9.72762646   0.05430249
9.72762646   0.05430249
9.73236010   0.05413467
9.73236010   0.05413467
9.73236010   0.05413467
9.73236010   0.05413467
9.73709834   0.01765093
9.73709834   0.01765093
9.73709834   0.01765093
9.73709834   0.01765093
9.73709834   0.01765093
9.73709834   0.01765093
9.73709834   0.01765093
9.73709834   0.01765093
9.74184121   0.05380993
9.74184121   0.05380993
9.74184121   0.05380993
9.74184121   0.05380993
9.74658869   0.01764917
9.74658869   0.01764917
9.74658869   0.01764917
9.74658869   0.01764917
9.74658869   0.01764917
9.74658869   0.01764917
9.74658869   0.01764917
9.74658869   0.01764917
9.75134081   0.05349933
9.75134081   0.05349933
9.75134081   0.05349933
9.75134081   0.05349933
9.75609756   0.01764967
9.75609756   0.01764967
9.75609756   0.01764967
9.75609756   0.01764967
9.75609756   0.01764967
9.75609756   0.01764967
9.75609756   0.01764967
9.75609756   0.01764967
9.76085896   0.05320241
9.76085896   0.05320241
9.76085896   0.05320241
9.76085896   0.05320241
9.76562500   0.01765238
9.76562500   0.01765238
9.76562500   0.01765238
9.76562500   0.01765238
9.76562500   0.01765238
9.76562500   0.01765238
9.76562500   0.01765238
9.76562500   0.01765238
9.77008310   0.07402380
9.77039570   0.05291876
9.77039570   0.05291876
9.77039570   0.05291876
9.77039570   0.05291876
9.77517107   0.01765727
9.77517107   0.01765727
9.77517107   0.01765727
9.77517107   0.01765727
9.77517107   0.01765727
9.77517107   0.01765727
9.77517107   0.01765727
9.77517107   0.01765727
9.77995110   0.05264797
9.77995110   0.05264797
9.77995110   0.05264797
9.77995110   0.05264797
9.78473581   0.05251728
9.78473581   0.05251728
9.78473581   0.05251728
9.78473581   0.05251728
9.78473581   0.01718867
9.78473581   0.01718867
9.78473581   0.01718867
9.78473581   0.01718867
9.78952521   0.05238966
9.78952521   0.05238966
9.78952521   0.05238966
9.78952521   0.05238966
9.79431929   0.01767345
9.79431929   0.01767345
9.79431929   0.01767345
9.79431929   0.01767345
9.79431929   0.01767345
9.79431929   0.01767345
9.79431929   0.01767345
9.79431929   0.01767345
9.79911808   0.05214345
9.79911808   0.05214345
9.79911808   0.05214345
9.79911808   0.05214345
9.80392157   0.01768466
9.80392157   0.01768466
9.80392157   0.01768466
9.80392157   0.01768466
9.80392157   0.01768466
9.80392157   0.01768466
9.80392157   0.01768466
9.80392157   0.01768466
9.80872977   0.05190899
9.80872977   0.05190899
9.80872977   0.05190899
9.80872977   0.05190899
9.81354269   0.05179606
9.81354269   0.05179606
9.81354269   0.05179606
9.81354269   0.05179606
9.81354269   0.01640022
9.81354269   0.01640022
9.81354269   0.01640022
9.81354269   0.01640022
9.81836033   0.05168595
9.81836033   0.05168595
9.81836033   0.05168595
9.81836033   0.05168595
9.82318271   0.05157860
9.82318271   0.05157860
9.82318271   0.05157860
9.82318271   0.05157860
9.82318271   0.01615222
9.82318271   0.01615222
9.82318271   0.01615222
9.82318271   0.01615222
9.82800983   0.05147398
9.82800983   0.05147398
9.82800983   0.05147398
9.82800983   0.05147398
9.83284169   0.01591119
9.83284169   0.01591119
9.83284169   0.01591119
9.83284169   0.01591119
9.83284169   0.05137205
9.83284169   0.05137205
9.83284169   0.05137205
9.83284169   0.05137205
9.83767831   0.05127278
9.83767831   0.05127278
9.83767831   0.05127278
9.83767831   0.05127278
9.84251969   0.01774961
9.84251969   0.01774961
9.84251969   0.01774961
9.84251969   0.01774961
9.84251969   0.01774961
9.84251969   0.01774961
9.84251969   0.01774961
9.84251969   0.01774961
9.84736583   0.05108204
9.84736583   0.05108204
9.84736583   0.05108204
9.84736583   0.05108204
9.85221675   0.05099051
9.85221675   0.05099051
9.85221675   0.05099051
9.85221675   0.05099051
9.85221675   0.01544909
9.85221675   0.01544909
9.85221675   0.01544909
9.85221675   0.01544909
9.85707245   0.05090148
9.85707245   0.05090148
9.85707245   0.05090148
9.85707245   0.05090148
9.85872576   0.06958445
9.86193294   0.01779369
9.86193294   0.01779369
9.86193294   0.01779369
9.86193294   0.01779369
9.86193294   0.01779369
9.86193294   0.01779369
9.86193294   0.01779369
9.86193294   0.01779369
9.86679822   0.05073082
9.86679822   0.05073082
9.86679822   0.05073082
9.86679822   0.05073082
9.87166831   0.01781851
9.87166831   0.01781851
9.87166831   0.01781851
9.87166831   0.01781851
9.87166831   0.01781851
9.87166831   0.01781851
9.87166831   0.01781851
9.87166831   0.01781851
9.87654321   0.05056978
9.87654321   0.05056978
9.87654321   0.05056978
9.87654321   0.05056978
9.88142292   0.01784515
9.88142292   0.01784515
9.88142292   0.01784515
9.88142292   0.01784515
9.88142292   0.01784515
9.88142292   0.01784515
9.88142292   0.01784515
9.88142292   0.01784515
9.88630746   0.05041811
9.88630746   0.05041811
9.88630746   0.05041811
9.88630746   0.05041811
9.89119683   0.01787359
9.89119683   0.01787359
9.89119683   0.01787359
9.89119683   0.01787359
9.89119683   0.01787359
9.89119683   0.01787359
9.89119683   0.01787359
9.89119683   0.01787359
9.89609104   0.05027555
9.89609104   0.05027555
9.89609104   0.05027555
9.89609104   0.05027555
9.90099010   0.01790378
9.90099010   0.01790378
9.90099010   0.01790378
9.90099010   0.01790378
9.90099010   0.01790378
9.90099010   0.01790378
9.90099010   0.01790378
9.90099010   0.01790378
9.90589401   0.05014188
9.90589401   0.05014188
9.90589401   0.05014188
9.90589401   0.05014188
9.91080278   0.01793571
9.91080278   0.01793571
9.91080278   0.01793571
9.91080278   0.01793571
9.91080278   0.01793571
9.91080278   0.01793571
9.91080278   0.01793571
9.91080278   0.01793571
9.91571641   0.05001684
9.91571641   0.05001684
9.91571641   0.05001684
9.91571641   0.05001684
9.92063492   0.01796933
9.92063492   0.01796933
9.92063492   0.01796933
9.92063492   0.01796933
9.92063492   0.01796933
9.92063492   0.01796933
9.92063492   0.01796933
9.92063492   0.01796933
9.92555831   0.04990023
9.92555831   0.04990023
9.92555831   0.04990023
9.92555831   0.04990023
9.93048659   0.01800463
9.93048659   0.01800463
9.93048659   0.01800463
9.93048659   0.01800463
9.93048659   0.01800463
9.93048659   0.01800463
9.93048659   0.01800463
9.93048659   0.01800463
9.93541977   0.04979181
9.93541977   0.04979181
9.93541977   0.04979181
9.93541977   0.04979181
9.94035785   0.04974061
9.94035785   0.04974061
9.94035785   0.04974061
9.94035785   0.04974061
9.94035785   0.01365745
9.94035785   0.01365745
9.94035785   0.01365745
9.94035785   0.01365745
9.94530085   0.04969138
9.94530085   0.04969138
9.94530085   0.04969138
9.94530085   0.04969138
9.95024876   0.01808014
9.95024876   0.01808014
9.95024876   0.01808014
9.95024876   0.01808014
9.95024876   0.01808014
9.95024876   0.01808014
9.95024876   0.01808014
9.95024876   0.01808014
9.95520159   0.04959874
9.95520159   0.04959874
9.95520159   0.04959874
9.95520159   0.04959874
9.96015936   0.01812029
9.96015936   0.01812029
9.96015936   0.01812029
9.96015936   0.01812029
9.96015936   0.01812029
9.96015936   0.01812029
9.96015936   0.01812029
9.96015936   0.01812029
9.96512207   0.04951369
9.96512207   0.04951369
9.96512207   0.04951369
9.96512207   0.04951369
9.97008973   0.04947395
9.97008973   0.04947395
9.97008973   0.04947395
9.97008973   0.04947395
9.97008973   0.01314994
9.97008973   0.01314994
9.97008973   0.01314994
9.97008973   0.01314994
9.97506234   0.04943603
9.97506234   0.04943603
9.97506234   0.04943603
9.97506234   0.04943603
9.98003992   0.04939992
9.98003992   0.04939992
9.98003992   0.04939992
9.98003992   0.04939992
9.98003992   0.01298942
9.98003992   0.01298942
9.98003992   0.01298942
9.98003992   0.01298942
9.98502247   0.04936558
9.98502247   0.04936558
9.98502247   0.04936558
9.98502247   0.04936558
9.99000999   0.01824999
9.99000999   0.01824999
9.99000999   0.01824999
9.99000999   0.01824999
9.99000999   0.01824999
9.99000999   0.01824999
9.99000999   0.01824999
9.99000999   0.01824999
9.99500250   0.04930215
9.99500250   0.04930215
9.99500250   0.04930215
9.99500250   0.04930215
10.00000000   0.04063697
10.00000000   0.04063697
10.00000000   0.04063697
10.00000000   0.04063697
10.00000000   0.04063697
10.00000000   0.04063697
10.00000000   0.04063697
10.00000000   0.04063697
10.00000000   0.04063697
10.00000000   0.04063697
10.00500250   0.04924558
10.00500250   0.04924558
10.00500250   0.04924558
10.00500250   0.04924558
10.01001001   0.01834389
10.01001001   0.01834389
10.01001001   0.01834389
10.01001001   0.01834389
10.01001001   0.01834389
10.01001001   0.01834389
10.01001001   0.01834389
10.01001001   0.01834389
10.01502253   0.04919568
10.01502253   0.04919568
10.01502253   0.04919568
10.01502253   0.04919568
10.02004008   0.04917318
10.02004008   0.04917318
10.02004008   0.04917318
10.02004008   0.04917318
10.02004008   0.01238722
10.02004008   0.01238722
10.02004008   0.01238722
10.02004008   0.01238722
10.02506266   0.04915228
10.02506266   0.04915228
10.02506266   0.04915228
10.02506266   0.04915228
10.03009027   0.01844346
10.03009027   0.01844346
10.03009027   0.01844346
10.03009027   0.01844346
10.03009027   0.01844346
10.03009027   0.01844346
10.03009027   0.01844346
10.03009027   0.01844346
10.03512293   0.04911523
10.03512293   0.04911523
10.03512293   0.04911523
10.03512293   0.04911523
10.04016064   0.04909904
10.04016064   0.04909904
10.04016064   0.04909904
10.04016064   0.04909904
10.04016064   0.01210843
10.04016064   0.01210843
10.04016064   0.01210843
10.04016064   0.01210843
10.04520342   0.04908437
10.04520342   0.04908437
10.04520342   0.04908437
10.04520342   0.04908437
10.05000000   0.06000000
10.05000000   0.06000000
10.05025126   0.01854848
10.05025126   0.01854848
10.05025126   0.01854848
10.05025126   0.01854848
10.05025126   0.01854848
10.05025126   0.01854848
10.05025126   0.01854848
10.05025126   0.01854848
10.05530417   0.04905952
10.05530417   0.04905952
10.05530417   0.04905952
10.05530417   0.04905952
10.06036217   0.01184339
10.06036217   0.01184339
10.06036217   0.01184339
10.06036217   0.01184339
10.06036217   0.04904931
10.06036217   0.04904931
10.06036217   0.04904931
10.06036217   0.04904931
10.06542526   0.04904055
10.06542526   0.04904055
10.06542526   0.04904055
10.06542526   0.04904055
10.07049345   0.01865872
10.07049345   0.01865872
10.07049345   0.01865872
10.07049345   0.01865872
10.07049345   0.01865872
10.07049345   0.01865872
10.07049345   0.01865872
10.07049345   0.01865872
10.07556675   0.04902730
10.07556675   0.04902730
10.07556675   0.04902730
10.07556675   0.04902730
10.08064516   0.01871571
10.08064516   0.01871571
10.08064516   0.01871571
10.08064516   0.01871571
10.08064516   0.01871571
10.08064516   0.01871571
10.08064516   0.01871571
10.08064516   0.01871571
10.08572869   0.04901962
10.08572869   0.04901962
10.08572869   0.04901962
10.08572869   0.04901962
10.09081736   0.01146996
10.09081736   0.01146996
10.09081736   0.01146996
10.09081736   0.01146996
10.09081736   0.04901782
10.09081736   0.04901782
10.09081736   0.04901782
10.09081736   0.04901782
10.09591116   0.04901736
10.09591116   0.04901736
10.09591116   0.04901736
10.09591116   0.04901736
10.10101010   0.01883333
10.10101010   0.01883333
10.10101010   0.01883333
10.10101010   0.01883333
10.10101010   0.01883333
10.10101010   0.01883333
10.10101010   0.01883333
10.10101010   0.01883333
10.10611420   0.04902038
10.10611420   0.04902038
10.10611420   0.04902038
10.10611420   0.04902038
10.11122346   0.01123607
10.11122346   0.01123607
10.11122346   0.01123607
10.11122346   0.01123607
10.11122346   0.04902382
10.11122346   0.04902382
10.11122346   0.04902382
10.11122346   0.04902382
10.11633789   0.04902854
10.11633789   0.04902854
10.11633789   0.04902854
10.11633789   0.04902854
10.12145749   0.01895555
10.12145749   0.01895555
10.12145749   0.01895555
10.12145749   0.01895555
10.12145749   0.01895555
10.12145749   0.01895555
10.12145749   0.01895555
10.12145749   0.01895555
10.12658228   0.04904169
10.12658228   0.04904169
10.12658228   0.04904169
10.12658228   0.04904169
10.13171226   0.01901831
10.13171226   0.01901831
10.13171226   0.01901831
10.13171226   0.01901831
10.13171226   0.01901831
10.13171226   0.01901831
10.13171226   0.01901831
10.13171226   0.01901831
10.13684744   0.04905971
10.13684744   0.04905971
10.13684744   0.04905971
10.13684744   0.04905971
10.14198783   0.01908213
10.14198783   0.01908213
10.14198783   0.01908213
10.14198783   0.01908213
10.14198783   0.01908213
10.14198783   0.01908213
10.14198783   0.01908213
10.14198783   0.01908213
10.14713343   0.04908245
10.14713343   0.04908245
10.14713343   0.04908245
10.14713343   0.04908245
10.15228426   0.01914697
10.15228426   0.01914697
10.15228426   0.01914697
10.15228426   0.01914697
10.15228426   0.01914697
10.15228426   0.01914697
10.15228426   0.01914697
10.15228426   0.01914697
10.15744033   0.04910978
10.15744033   0.04910978
10.15744033   0.04910978
10.15744033   0.04910978
10.16260163   0.01069951
10.16260163   0.01069951
10.16260163   0.01069951
10.16260163   0.01069951
10.16260163   0.04912513
10.16260163   0.04912513
10.16260163   0.04912513
10.16260163   0.04912513
10.16776817   0.04914157
10.16776817   0.04914157
10.16776817   0.04914157
10.16776817   0.04914157
10.17293998   0.04915910
10.17293998   0.04915910
10.17293998   0.04915910
10.17293998   0.04915910
10.17293998   0.01059989
10.17293998   0.01059989
10.17293998   0.01059989
10.17293998   0.01059989
10.17811705   0.04917768
10.17811705   0.04917768
10.17811705   0.04917768
10.17811705   0.04917768
10.18329939   0.01934732
10.18329939   0.01934732
10.18329939   0.01934732
10.18329939   0.01934732
10.18329939   0.01934732
10.18329939   0.01934732
10.18329939   0.01934732
10.18329939   0.01934732
10.18848701   0.04921799
10.18848701   0.04921799
10.18848701   0.04921799
10.18848701   0.04921799
10.19367992   0.01941592
10.19367992   0.01941592
10.19367992   0.01941592
10.19367992   0.01941592
10.19367992   0.01941592
10.19367992   0.01941592
10.19367992   0.01941592
10.19367992   0.01941592
10.19887812   0.04926236
10.19887812   0.04926236
10.19887812   0.04926236
10.19887812   0.04926236
10.20408163   0.01031526
10.20408163   0.01031526
10.20408163   0.01031526
10.20408163   0.01031526
10.20408163   0.04928603
10.20408163   0.04928603
10.20408163   0.04928603
10.20408163   0.04928603
10.20929045   0.04931067
10.20929045   0.04931067
10.20929045   0.04931067
10.20929045   0.04931067
10.21450460   0.01955566
10.21450460   0.01955566
10.21450460   0.01955566
10.21450460   0.01955566
10.21450460   0.01955566
10.21450460   0.01955566
10.21450460   0.01955566
10.21450460   0.01955566
10.21972407   0.04936278
10.21972407   0.04936278
10.21972407   0.04936278
10.21972407   0.04936278
10.22494888   0.01962672
10.22494888   0.01962672
10.22494888   0.01962672
10.22494888   0.01962672
10.22494888   0.01962672
10.22494888   0.01962672
10.22494888   0.01962672
10.22494888   0.01962672
10.23017903   0.04941857
10.23017903   0.04941857
10.23017903   0.04941857
10.23017903   0.04941857
10.23541453   0.01969853
10.23541453   0.01969853
10.23541453   0.01969853
10.23541453   0.01969853
10.23541453   0.01969853
10.23541453   0.01969853
10.23541453   0.01969853
10.23541453   0.01969853
10.24065540   0.04947793
10.24065540   0.04947793
10.24065540   0.04947793
10.24065540   0.04947793
10.24590164   0.01977104
10.24590164   0.01977104
10.24590164   0.01977104
10.24590164   0.01977104
10.24590164   0.01977104
10.24590164   0.01977104
10.24590164   0.01977104
10.24590164   0.01977104
10.25115325   0.04954071
10.25115325   0.04954071
10.25115325   0.04954071
10.25115325   0.04954071
10.25641026   0.01984422
10.25641026   0.01984422
10.25641026   0.01984422
10.25641026   0.01984422
10.25641026   0.01984422
10.25641026   0.01984422
10.25641026   0.01984422
10.25641026   0.01984422
10.26167265   0.04960680
10.26167265   0.04960680
10.26167265   0.04960680
10.26167265   0.04960680
10.26694045   0.01991804
10.26694045   0.01991804
10.26694045   0.01991804
10.26694045   0.01991804
10.26694045   0.01991804
10.26694045   0.01991804
10.26694045   0.01991804
10.26694045   0.01991804
10.27221366   0.04967607
10.27221366   0.04967607
10.27221366   0.04967607
10.27221366   0.04967607
10.27749229   0.01999245
10.27749229   0.01999245
10.27749229   0.01999245
10.27749229   0.01999245
10.27749229   0.01999245
10.27749229   0.01999245
10.27749229   0.01999245
10.27749229   0.01999245
10.28277635   0.04974841
10.28277635   0.04974841
10.28277635   0.04974841
10.28277635   0.04974841
10.28806584   0.02006742
10.28806584   0.02006742
10.28806584   0.02006742
10.28806584   0.02006742
10.28806584   0.02006742
10.28806584   0.02006742
10.28806584   0.02006742
10.28806584   0.02006742
10.29336078   0.04982368
10.29336078   0.04982368
10.29336078   0.04982368
10.29336078   0.04982368
10.29866117   0.02014291
10.29866117   0.02014291
10.29866117   0.02014291
10.29866117   0.02014291
10.29866117   0.02014291
10.29866117   0.02014291
10.29866117   0.02014291
10.29866117   0.02014291
10.30396703   0.04990178
10.30396703   0.04990178
10.30396703   0.04990178
10.30396703   0.04990178
10.30927835   0.02021888
10.30927835   0.02021888
10.30927835   0.02021888
10.30927835   0.02021888
10.30927835   0.02021888
10.30927835   0.02021888
10.30927835   0.02021888
10.30927835   0.02021888
10.31459515   0.04998258
10.31459515   0.04998258
10.31459515   0.04998258
10.31459515   0.04998258
10.31991744   0.05002395
10.31991744   0.05002395
10.31991744   0.05002395
10.31991744   0.05002395
10.31991744   0.00943338
10.31991744   0.00943338
10.31991744   0.00943338
10.31991744   0.00943338
10.32524522   0.05006595
10.32524522   0.05006595
10.32524522   0.05006595
10.32524522   0.05006595
10.33057851   0.02037209
10.33057851   0.02037209
10.33057851   0.02037209
10.33057851   0.02037209
10.33057851   0.02037209
10.33057851   0.02037209
10.33057851   0.02037209
10.33057851   0.02037209
10.33591731   0.05015180
10.33591731   0.05015180
10.33591731   0.05015180
10.33591731   0.05015180
10.34126163   0.00929710
10.34126163   0.00929710
10.34126163   0.00929710
10.34126163   0.00929710
10.34126163   0.05019561
10.34126163   0.05019561
10.34126163   0.05019561
10.34126163   0.05019561
10.34661148   0.05023999
10.34661148   0.05023999
10.34661148   0.05023999
10.34661148   0.05023999
10.35196687   0.02052675
10.35196687   0.02052675
10.35196687   0.02052675
10.35196687   0.02052675
10.35196687   0.02052675
10.35196687   0.02052675
10.35196687   0.02052675
10.35196687   0.02052675
10.35732781   0.05033042
10.35732781   0.05033042
10.35732781   0.05033042
10.35732781   0.05033042
10.36269430   0.02060452
10.36269430   0.02060452
10.36269430   0.02060452
10.36269430   0.02060452
10.36269430   0.02060452
10.36269430   0.02060452
10.36269430   0.02060452
10.36269430   0.02060452
10.36806636   0.05042297
10.36806636   0.05042297
10.36806636   0.05042297
10.36806636   0.05042297
